LocationID,lisa_q,lisa_p,lisa_I
24031700903,0,0.166,-0.13551427875865615
24033800408,0,0.131,0.06960829447855299
24031706011,3,0.001,1.0586933539590468
24031701210,3,0.001,1.1660239717298184
24031700720,0,0.058,-0.06034437655216924
24031700826,3,0.003,0.9192439616939587
24031701206,3,0.003,0.9776554201955945
24031703404,0,0.132,0.5936347854322186
24033800522,0,0.263,-0.06567259373685155
24031702603,3,0.032,0.5827993527730049
24031700610,0,0.431,0.06836777091317882
24033800102,1,0.021,0.5137195853482887
24031703302,0,0.05,0.6677878012745481
24031705501,3,0.001,1.0654527195634338
24031700721,0,0.074,0.2757626159472965
24031700835,0,0.408,-0.029950626566751598
24031700617,3,0.001,1.112879120209952
24031703800,0,0.468,-0.001268390928631209
24031703702,0,0.143,0.1533884577878686
24021753002,0,0.065,0.7156410710089635
24031704806,3,0.001,1.5322912071633914
24021766800,1,0.033,0.6322080594635822
24031700608,3,0.001,0.9983247054022116
24031701101,0,0.316,0.004818354442218942
24031701503,0,0.29,0.004257013820575768
24031700313,0,0.391,0.06182026877170634
24031701506,0,0.479,0.0019945665418469156
24031700837,0,0.388,-0.05567494225312161
24033800413,1,0.031,0.1734771249946838
24033800605,0,0.096,0.06893186744410822
24031701415,0,0.315,0.050459328227824306
24033800106,0,0.06,0.21277238917738597
24031703000,0,0.085,0.31995092199533237
24031704503,3,0.001,1.1367311334768497
24031700208,0,0.076,0.0739230052005888
24033800704,0,0.12,0.1627966419490413
24031701601,1,0.001,1.28534242278654
24031701505,0,0.066,0.2645058402778292
24031700711,2,0.028,-0.49393460252193855
24031700834,0,0.396,0.055642383534835096
24031703901,0,0.134,0.20167951307101883
24031705701,3,0.001,1.1089486648059403
24031701223,3,0.001,1.2156594669651068
24031703202,2,0.033,-0.24786588443018842
24031703701,0,0.114,0.6845567570334821
24033800507,0,0.406,0.010970340861362412
24031700727,1,0.02,1.2865226395005678
24031700500,0,0.171,0.14974512817951707
24031700706,0,0.305,-0.020641444184286185
24031700618,3,0.001,1.1965095899316218
24021772200,0,0.205,0.5800470193901531
24031704401,3,0.001,1.0857202393961423
24031705502,3,0.001,0.8767007170708611
24031702900,3,0.005,0.8810514829131197
24031703220,1,0.023,0.2744770807081923
24031700830,0,0.294,-0.06780047698973317
24021775600,0,0.295,-0.08678193112326683
24031702200,0,0.135,-0.19263796414330875
24031704700,3,0.001,1.4051666934582234
24031700823,0,0.119,0.17702064544552912
24033800514,0,0.345,-0.041103209589738274
24021752801,0,0.111,0.16619264973105147
24031702401,0,0.063,-0.4458465055243784
24031703219,1,0.04,0.833814951307397
24031702502,3,0.04,0.22220513388646929
24031700819,0,0.175,-0.1151523940156336
24033801411,1,0.013,0.4437746767591493
24033801907,1,0.006,2.260527474691331
24033801213,1,0.012,0.9940070000022312
24033801305,1,0.02,0.6716664833057916
24033800800,0,0.243,0.1261964403582559
24033805906,1,0.001,4.204561821986116
24033806706,1,0.006,0.7829811209464139
24033806400,2,0.006,-0.43297990337632025
24033801908,1,0.001,1.9360119028293505
24033802803,1,0.002,1.9905119059803797
24033805907,1,0.001,3.3847007527185164
24033801407,1,0.006,0.45667304265735476
24033801704,1,0.001,2.944297651437848
24033805909,2,0.001,-0.15623636104192928
24033806501,1,0.002,3.351817554829214
24033801310,0,0.136,0.04984233227906669
24033802408,1,0.003,1.543800859706674
24033802404,1,0.001,3.7686296480457084
24033806800,1,0.007,0.512737300294718
24033803527,0,0.211,0.1536910502680072
24033803610,1,0.004,1.6553081694071992
24033801701,1,0.003,1.186267935387246
24033802107,1,0.006,1.7257408267981214
24033801217,1,0.013,1.1102131050947657
24033803900,1,0.001,5.257355925879652
24033803601,1,0.008,0.808721180668417
24033801807,1,0.001,2.224098122040765
24033801707,1,0.001,4.329488875656432
24033801905,1,0.006,0.41365656763758646
24033805908,1,0.008,0.4131450977384661
24033801409,1,0.008,0.8578205808991994
24033805904,1,0.001,3.745703455079405
24033807405,1,0.023,0.3884608589179682
24033805500,1,0.001,5.385362851800037
24033806000,1,0.008,1.4502922709515653
24033803606,1,0.009,1.641635390147721
24033807000,1,0.012,0.8694709333901112
24033806711,1,0.021,0.740526129119294
24033805202,1,0.008,2.2018160801705626
24033802407,1,0.001,2.3598436527536806
24033801408,1,0.002,0.9791511047796924
24033804801,1,0.048,0.7662254737894375
24033807404,1,0.008,0.905102055290962
24033802502,1,0.003,1.4769985258840037
24033801802,1,0.001,1.4995497013092185
24033801404,0,0.119,0.13859137700255633
24033801313,0,0.08,0.19741870820101343
24033802002,1,0.002,0.7809275245777368
24033802103,1,0.001,3.203230036045711
24033802804,1,0.003,1.9659863903061943
24033803403,1,0.002,3.040887440305832
24033801216,1,0.009,1.3377277508185375
24033803602,1,0.002,2.9208367530401738
24033806708,1,0.014,0.35751603669421667
24033804001,1,0.001,3.287443255995029
24033801906,1,0.008,1.0843992757438665
24033806100,1,0.006,0.08889628506385597
24033801410,0,0.351,-0.11089409615443983
24033804900,0,0.063,1.0796924305473172
24033807409,1,0.044,0.9043248943490385
24033806710,2,0.007,-0.011760139320945355
24033801702,1,0.002,2.7173747114344073
24033807301,1,0.003,0.18544550259057066
24033805700,1,0.001,5.873975194064789
24033803612,1,0.002,1.7216937185701215
24033805802,1,0.002,2.8217952195790375
24033803519,1,0.006,0.3360415012174819
24033801709,1,0.002,2.9827993968366813
24033803508,1,0.002,3.183036516277006
24033801901,1,0.006,0.8691751481078493
24033803528,0,0.195,0.08025287978528806
24033803608,1,0.008,1.3984097073764536
24033801209,1,0.014,0.675977468032044
24033804802,1,0.007,1.5550345959652638
24033803525,1,0.002,2.4931037525595365
